1,0.117098
2,0.085934
3,0.076011
4,0.071493
5,0.070544
6,0.067597
7,0.065268
8,0.065756
9,0.064936
10,0.066225
11,0.064579
12,0.063773
13,0.064215
14,0.0643
15,0.063961
16,0.064289
17,0.063907
18,0.063773
19,0.064068
20,0.063706
21,0.065271
22,0.0652430000000001
23,0.065419
24,0.065377
25,0.066296
26,0.064858
27,0.064709
28,0.066131
29,0.066967
30,0.065452
31,0.065594
32,0.065868
33,0.065948
34,0.06615
35,0.065867
36,0.065613
37,0.0665790000000001
38,0.06698
39,0.067123
40,0.066333
41,0.067917
42,0.068346
43,0.069822
44,0.067605
45,0.067016
46,0.067186
47,0.06756
48,0.067378
49,0.068718
50,0.069439
51,0.069213
52,0.0677650000000001
53,0.068315
54,0.068485
55,0.068524
56,0.068527
57,0.068947
58,0.068972
59,0.06883
60,0.069675
61,0.071421
62,0.071306
63,0.070352
64,0.070535
65,0.070986
66,0.071619
67,0.070231
68,0.071334
69,0.070513
70,0.073242
71,0.070985
72,0.071108
73,0.071759
74,0.071967
75,0.077236
76,0.077757
77,0.077538
78,0.078417
79,0.078387
80,0.077478
81,0.078083
82,0.079604
83,0.081292
84,0.081972
85,0.08052
86,0.080197
87,0.079565
88,0.080858
89,0.081256
90,0.081505
91,0.080782
92,0.0806070000000001
93,0.082322
94,0.080868
95,0.082294
96,0.078933
97,0.080037
98,0.080119
99,0.08013
100,0.080622
101,0.080607
102,0.080156
103,0.079817
104,0.081142
105,0.081063
106,0.08084
107,0.081413
108,0.082272
109,0.081291
110,0.084289
111,0.08166
112,0.083373
113,0.083083
114,0.082839
115,0.082707
116,0.083283
117,0.082889
118,0.083589
119,0.083227
120,0.084713
121,0.08394
122,0.088288
123,0.086155
124,0.081859
125,0.093086
126,0.093049
127,0.092833
128,0.0927060000000001
129,0.093365
130,0.093528
131,0.093811
132,0.093859
133,0.09312
134,0.093396
135,0.082818
136,0.083171
137,0.087647
138,0.084598
139,0.084886
140,0.084557
141,0.085028
142,0.085145
143,0.085151
144,0.085869
145,0.086124
146,0.086939
147,0.086289
148,0.086647
149,0.086386
150,0.085593
151,0.0869180000000001
152,0.087481
153,0.087094
154,0.087225
155,0.087646
156,0.087366
157,0.087555
158,0.088457
159,0.088307
160,0.10434
161,0.10519
162,0.103657
163,0.105366
164,0.105716
165,0.106787
166,0.105956
167,0.105912
168,0.106473
169,0.105825
170,0.104122
171,0.105311
172,0.104307
173,0.104377
174,0.106187
175,0.106115
176,0.106878
177,0.108049
178,0.077336
179,0.077822
180,0.077892
181,0.077695
182,0.0785790000000001
183,0.07835
184,0.078375
185,0.078048
186,0.078198
187,0.078457
188,0.078417
189,0.078753
190,0.078858
191,0.07876
192,0.079013
193,0.07925
194,0.081127
195,0.0794910000000001
196,0.0797
197,0.079633
198,0.079322
199,0.079606
200,0.080218
