85,0.076785,0.08052,0.085247,0.075853,0.070706,,0.0778222
86,0.080413,0.080197,0.084465,0.075791,0.071113,,0.0783958
87,0.07692,0.079565,0.085348,0.075989,0.071511,,0.0778666
88,0.077288,0.080858,0.082825,0.07604,0.071623,,0.0777268
89,0.077255,0.081256,0.082091,0.076254,0.073649,,0.078101
90,0.077917,0.081505,0.079265,0.076887,0.073412,,0.0777972
91,0.077085,0.080782,0.078704,0.076944,0.072936,,0.0772902
92,0.074716,0.080607,0.083806,0.076811,0.073614,,0.0779108
93,0.074389,0.082322,0.08392,0.077759,0.073909,,0.0784598
94,0.080232,0.080868,0.08788,0.07769,0.074042,,0.0801424
95,0.08148,0.082294,0.084393,0.078118,0.073731,,0.0800032
96,0.082982,0.078933,0.084718,0.077769,0.0748,,0.0798404
97,0.083421,0.080037,0.084426,0.079089,0.074657,,0.080326
98,0.082037,0.080119,0.085003,0.077628,0.075242,,0.0800058
99,0.082006,0.08013,0.084827,0.078352,0.075416,,0.0801462
100,0.082476,0.080622,0.085232,0.078744,0.075989,,0.0806126
