1,0.112559
2,0.0843210000000001
3,0.074528
4,0.069573
5,0.066996
6,0.064719
7,0.063951
8,0.064708
9,0.062927
10,0.062292
11,0.062429
12,0.06181
13,0.062113
14,0.061452
15,0.062894
16,0.062002
17,0.0627420000000001
18,0.062186
19,0.063022
20,0.062918
21,0.063596
22,0.062818
23,0.062978
24,0.06342
25,0.063123
26,0.062915
27,0.063105
28,0.063126
29,0.064719
30,0.064005
31,0.063465
32,0.064301
33,0.0643680000000001
34,0.064244
35,0.064648
36,0.064736
37,0.064091
38,0.06506
39,0.065084
40,0.065398
41,0.064589
42,0.065603
43,0.065851
44,0.0658
45,0.066615
46,0.066568
47,0.066113
48,0.066122
49,0.068012
50,0.066905
51,0.068026
52,0.066719
53,0.0678
54,0.067816
55,0.06803
56,0.068065
57,0.06845
58,0.067815
59,0.068981
60,0.068
61,0.069256
62,0.068349
63,0.068787
64,0.069929
65,0.068363
66,0.069626
67,0.06915
68,0.069513
69,0.06903
70,0.06954
71,0.068989
72,0.070849
73,0.069453
74,0.070082
75,0.070864
76,0.070667
77,0.0706800000000001
78,0.071413
79,0.071011
80,0.073067
81,0.070617
82,0.070716
83,0.07065
84,0.07084
85,0.070706
86,0.071113
87,0.071511
88,0.071623
89,0.073649
90,0.073412
91,0.072936
92,0.073614
93,0.073909
94,0.074042
95,0.073731
96,0.0748
97,0.074657
98,0.075242
99,0.075416
100,0.075989
101,0.075636
102,0.075384
103,0.07591
104,0.076822
105,0.0765830000000001
106,0.076306
107,0.077397
108,0.076841
109,0.077424
110,0.077739
111,0.077632
112,0.077834
113,0.078501
114,0.078565
115,0.079163
116,0.079064
117,0.078793
118,0.0789530000000001
119,0.079622
120,0.07916
121,0.080439
122,0.079591
123,0.080324
124,0.079457
125,0.080465
126,0.080894
127,0.080271
128,0.080776
129,0.080984
130,0.081326
131,0.081453
132,0.081106
133,0.080615
134,0.081437
135,0.081842
136,0.081838
137,0.082019
138,0.083193
139,0.082809
140,0.082477
141,0.08454
142,0.096323
143,0.097502
144,0.096036
145,0.096757
146,0.096831
147,0.096834
148,0.097601
149,0.097135
150,0.097276
151,0.099322
152,0.0978800000000001
153,0.099204
154,0.10183
155,0.100795
156,0.099787
157,0.099184
158,0.10002
159,0.100324
160,0.100261
161,0.0877
162,0.087407
163,0.101045
164,0.102369
165,0.10217
166,0.102977
167,0.08412
168,0.07849
169,0.078664
170,0.080345
171,0.078648
172,0.078971
173,0.08131
174,0.0803130000000001
175,0.080718
176,0.083095
177,0.080854
178,0.080991
179,0.080789
180,0.082891
181,0.080643
182,0.081333
183,0.083818
184,0.081714
185,0.081615
186,0.084315
187,0.081317
188,0.081607
189,0.084653
190,0.082506
191,0.082654
192,0.083661
193,0.078822
194,0.077273
195,0.079479
196,0.080354
197,0.080408
198,0.080249
199,0.080503
200,0.080429
